index,skt,eva,prep,slt,ssrd,sm
285,290.2323771,-4.20E-05,0.100000001,3.000045778,340001.9391,0.286237538
286,291.889932,-4.02E-05,0,3.000045778,491846.1595,0.316860706
287,292.8710133,-2.85E-05,0.100000001,3.000045778,425943.8849,0.285175055
288,294.4265461,-4.50E-05,0,3.000045778,364748.9156,0.360844225
289,291.2262618,-3.99E-05,0,3.000045778,491846.1595,0.33525914
290,286.4970239,-6.10E-05,0,3.000045778,228506.05,0.36562705
291,277.1908925,-5.84E-05,0,3.000045778,400188.2,0.345813215
292,280.3257011,-3.64E-05,0,3.000045778,548871.8011,0.305719376
293,283.9458237,-3.19E-05,0,3.000045778,505026.6144,0.355875999
294,285.7042662,-1.89E-05,0,3.000045778,479539.9184,0.331653357
295,289.4484521,-2.40E-05,11,3.000045778,343969.525,0.338780701
296,289.9331988,-2.09E-05,0.400000006,3.000045778,161326.0783,0.346972883
297,293.4803095,-2.06E-05,0,3.000045778,425204.1655,0.340744048
298,288.5415982,-8.37E-06,46,3.000045778,153054.6703,0.346026003
299,282.2354345,-4.00E-05,0,3.000045778,38263.66759,0.408606172
300,282.6112712,-3.69E-05,0,3.000045778,47678.27824,0.390602976
301,277.6145394,-2.09E-05,0.300000012,3.000045778,39070.63421,0.428126991
302,276.012736,-2.82E-05,0,3.000045778,112437.3501,0.39665404
303,279.5471244,-1.68E-05,0.100000001,3.000045778,388688.9256,0.351258874
304,276.5190378,-2.51E-05,26.70000076,3.000045778,335160.1393,0.38401565
305,271.9881717,-3.16E-05,0,3.000045778,54806.48345,0.351901442
306,269.5526073,-2.88E-05,0,3.000045778,259641.5124,0.312673002
307,274.8058934,-1.60E-05,0,3.000045778,251370.1045,0.380128324
308,275.0944563,-9.71E-06,0,3.000045778,348004.3581,0.32924515
309,275.591196,-1.19E-05,0,3.000045778,335563.6226,0.371212244
310,276.453238,-1.31E-05,0,3.000045778,333344.4644,0.350645214
311,278.7471546,-1.31E-05,0,3.000045778,328906.1479,0.365758032
312,280.7247946,-1.34E-05,0,3.000045778,322114.1788,0.378738582
313,281.8769391,-1.33E-05,0,3.000045778,301940.0131,0.360103875
314,282.7747982,-8.97E-06,0,3.000045778,256615.3875,0.365843087
315,285.4303705,-6.84E-06,0,3.000045778,267240.4481,0.337384731
316,281.5199834,-7.16E-06,0,3.000045778,90850.99281,0.390830159
317,277.6892529,-3.06E-05,0,3.000045778,95491.05092,0.384457499
318,277.0076741,-5.64E-06,0,3.000045778,240341.5606,0.351092726
319,278.1828323,-2.76E-06,0,3.000045778,170606.1945,0.371440858
320,277.6540841,-4.43E-06,0,3.000045778,219965.6532,0.380250096
321,276.8073575,-1.18E-05,0,3.000045778,242157.2355,0.360334218
322,278.6573687,-1.44E-05,0,3.000045778,142765.8458,0.367793173
323,276.6529063,-1.13E-05,0,3.000045778,231061.4443,0.353165269
324,278.8158716,-1.03E-05,0,3.000045778,218217.2255,0.364171952
325,282.6920623,-1.14E-05,0,3.000045778,172623.6111,0.350668222
326,280.8790838,-5.13E-06,10.30000019,3.000045778,29319.78747,0.391366839
327,282.0040818,-1.17E-05,5.900000095,3.000045778,40415.57859,0.377386332
328,280.3331563,-7.91E-06,0,3.000045778,37053.21765,0.374880373
329,283.2680535,-2.21E-06,0,3.000045778,104434.931,0.378209621
330,279.0470622,-3.04E-05,11,3.000045778,28983.55137,0.399146855
331,277.4415313,-2.79E-05,0,3.000045778,13583.93823,0.39082244
332,278.1999305,-1.03E-05,0.300000012,3.000045778,110957.9113,0.380243063
333,274.0595683,-3.27E-06,0,3.000045778,17484.27693,0.367174327
334,276.0706755,-2.37E-05,0,3.000045778,96298.01755,0.37067607
335,274.478029,-2.72E-06,0,3.000045778,156484.2785,0.372778863
336,271.8427153,-8.92E-06,0,3.000045778,158703.4367,0.361981302
337,272.2661191,-4.57E-06,0,3.000045778,156282.5369,0.346975595
338,276.5984513,-7.95E-06,0,3.000045778,143438.318,0.365747094
339,281.9702905,0,0,3.000045778,135032.4157,0.344854534
340,281.5944538,-5.36E-06,0,3.000045778,72223.51316,0.362184912
341,274.338245,-2.07E-05,0,3.000045778,131199.3242,0.356316298
342,274.1262595,-1.34E-05,0,3.000045778,124272.8606,0.345420539
343,270.7500499,-8.32E-06,0,3.000045778,54806.48345,0.358876526
344,273.1519851,-4.43E-06,0,3.000045778,131468.3131,0.319354236
345,275.5710996,-4.76E-06,0,3.000045778,129047.4132,0.341841936
346,274.4856462,-1.42E-06,0,3.000045778,126559.2661,0.33272019
347,273.1532006,-1.03E-05,0,3.000045778,131602.8075,0.344256043
348,277.6446256,-7.03E-06,0,3.000045778,123880.1239,0.321323097
349,277.7632859,0,0,3.000045778,121865.8129,0.343169868
350,278.8559133,0,0,3.000045778,112465.6951,0.338276863
351,273.0705285,-2.60E-05,0,3.000045778,99372.67392,0.295702666
352,272.3776157,-1.36E-05,0,3.000045778,122335.8188,0.311172664
353,272.1889498,-8.53E-06,0,3.000045778,119918.6457,0.251398116
354,273.333248,-7.74E-06,0,3.000045778,119717.2146,0.296656042
355,277.7820176,-2.78E-06,0,3.000045778,117904.3347,0.335732996
356,274.1740297,-2.27E-05,0,3.000045778,29476.08368,0.369196445
357,270.3316579,-1.18E-05,0,3.000045778,139054.5998,0.244909406
358,275.5554104,-1.22E-05,0,3.000045778,130728.7812,0.311720133
359,275.8220985,-7.00E-06,0,3.000045778,78356.69626,0.337918043
360,277.6422445,-1.34E-06,0,3.000045778,127170.1651,0.265997499
361,280.8850444,-2.38E-06,0,3.000045778,31624.68204,0.367259562
362,275.0560846,-8.01E-06,0,3.000045778,107161.343,0.31859988
363,278.7314589,-6.57E-06,0,3.000045778,144761.8142,0.336570829
364,274.926471,-1.56E-05,0,3.000045778,150939.0344,0.336981744
365,280.9308417,-8.26E-06,19.70000076,3.000045778,21485.98355,0.304148018
366,280.551843,-1.34E-06,0.300000012,3.000045778,134153.1098,0.343855888
367,278.4896141,-1.76E-05,0,3.000045778,71910.90119,0.35771516
368,277.348967,-1.23E-05,0,3.000045778,150603.3159,0.359799743
369,277.7413001,-2.56E-06,0,3.000045778,179273.6752,0.351651341
370,279.1088701,-3.60E-06,0,3.000045778,183638.0157,0.346026063
371,279.9971953,-7.61E-06,0,3.000045778,98499.80584,0.350573301
372,278.7674141,-4.38E-05,0,3.000045778,29408.93998,0.350268006
373,281.2062606,-5.99E-06,0,3.000045778,54050.67737,0.348769367
374,284.9845003,-4.49E-06,19.20000076,3.000045778,52707.8034,0.355113
375,281.4474704,-8.26E-06,10.40000057,3.000045778,135025.9779,0.369149357
376,273.9929041,-4.60E-05,1.100000024,3.000045778,12824.44643,0.416634738
377,270.64962,-5.17E-05,0,3.000045778,23097.43232,0.330410421
378,270.9631372,-1.43E-05,0,3.000045778,262397.5741,0.33372888
379,274.9890157,-1.38E-05,0,3.000045778,251050.289,0.38214919
